Store_Size,Product_Price,Day_of_Week,Promotion,Holiday,Monthly_Target,Sales
2542,302.88454697537355,4,0,0,28386.032786382897,17579.891824232032
2197,398.54848635675944,4,0,1,27239.356076832883,2655.076499767247
2676,330.9545760277332,1,0,1,22179.701309958033,10260.304391768814
2191,496.14532500692945,7,0,1,17923.820668811582,14136.905092749888
3217,149.08871901823605,4,0,1,12627.684659586368,5973.270902555167
2416,185.98400453645343,1,1,1,45484.77268894794,12860.574002952844
3993,198.08510441522017,4,1,0,26793.947907452704,16758.317852705117
3842,238.24827543992177,5,0,0,29875.820740001956,4616.402526805903
3681,419.6390512527926,6,0,1,46677.68192803663,18427.191244672395
2217,125.53812604001283,4,1,1,41051.61910063791,11517.612120584801
2540,390.2401014473605,2,0,0,15220.050564687368,6685.40808172015
3076,208.60198971201427,6,0,0,32616.798704309695,9186.307232263145
4236,304.9091379943842,6,0,0,27690.091060782364,6931.6457919413715
2445,319.94486128089,4,0,0,41888.44290315051,14777.112038733007
3386,192.69583222257788,7,0,1,38969.301904477965,16129.71260488751
4719,261.18145055084454,3,1,0,37616.22887644288,16825.81045405456
2519,212.38527557737154,7,0,1,23621.793419195878,19729.59674212908
2388,43.87506523144353,4,0,0,42198.54921597018,16034.401557436988
2856,224.211040520245,6,0,0,12095.65182379445,12426.297343082704
2365,57.72276235124056,2,1,0,16384.99605728669,7445.185669443892
1499,208.46019154935755,6,1,1,23424.93091911647,11347.313525504238
2680,300.5300159175731,7,1,1,13072.297642771251,1780.295283017703
1510,293.91330067831535,2,1,0,19399.77110138766,15151.676435068348
4398,334.68442671407695,1,0,1,43206.03931991672,9473.155356749934
1216,56.678138897766885,5,1,1,47930.06151160317,1380.4413649115647
2324,329.5403903099146,6,0,0,22184.094230967617,2187.631888697805
2155,162.95254778125906,4,0,0,20580.632159553526,8361.862812613377
2827,205.53251360718443,1,1,1,21195.706089857078,12085.008861350267
4141,430.41326442212585,5,1,1,21108.763494033752,9819.875030090407
4323,14.424898023479624,4,1,1,11437.20728743892,12764.882028550943
4486,298.32219033689665,3,1,0,47076.65385324432,10125.59091703576
2810,303.3698502490527,4,1,0,18547.925662813137,13572.373064145588
3492,204.36329040834536,2,0,1,26800.162963256196,5163.395228745217
3923,126.14364998308473,2,1,0,10387.47530963871,3144.020556488807
2205,124.99027874816004,3,1,0,44318.20363660229,12332.24513788754
3214,443.0177381337688,1,1,1,39246.29377819669,10209.100821789842
1090,226.5919431536002,5,0,1,47870.24140694813,1510.4854268537706
1713,172.13578786469424,4,1,0,41264.61916785596,8229.15582436768
2881,229.9010111773875,2,0,0,22548.26048208261,3016.3861243289143
4602,338.00129671508705,1,1,1,19914.934349136944,11095.77980330121
1038,81.42071843992834,3,1,0,37908.65230213172,8519.775913548185
4197,230.22257925473147,7,0,0,24564.511000419978,12649.886310957341
4522,298.0633418440896,6,1,1,32648.600630104662,16306.442156634528
1172,474.80584387720256,7,0,1,10250.29884105881,6693.704992988325
1652,133.73861321695546,7,0,0,12475.42806721901,19279.93997913552
1753,186.03286647896033,2,0,0,31414.717647266047,11177.055511163915
2243,195.88570906198765,3,1,0,32642.865857926605,12747.525176340972
4709,306.7136972459926,4,1,1,40058.117778373744,13932.775091289004
2081,184.79870598960082,7,1,0,15278.61278495847,13667.899067294205
2683,271.42084339685084,7,0,0,30527.323350271152,10708.44411785618
3523,393.0772616240644,5,1,1,17777.905777267544,9146.521531178987
1455,355.63894111497973,2,0,1,13727.844782507787,2021.8573193701802
1828,228.72063679116692,2,1,0,26419.83176242218,1419.631060722415
1894,433.4659270603428,4,0,1,16533.46592356229,7801.262696122529
2384,283.48872230099283,6,0,1,18871.279127692746,7339.55692204016
2958,274.5538613560841,1,0,0,22702.183194780067,8366.207941941128
4072,26.752005310187506,5,1,1,20375.53602972785,3628.99581687561
3434,493.47956037500916,2,0,1,13503.651896237856,15025.197140200029
2996,70.25569617951709,5,0,0,13596.649794388091,17282.32388074854
3395,123.25414708954683,2,0,1,17729.976609366728,18835.578072106666
1189,35.33145024834821,5,0,0,12022.367518381558,10354.88376687289
1504,323.6014537500877,3,0,0,35058.280787077085,14316.448283383144
2214,120.10357671661319,7,0,1,21493.06866035608,17255.471345281578
2531,98.20511436163451,2,1,1,21189.83871076284,8947.531110776232
4440,53.392236269388285,5,1,1,23279.931769510607,6878.843102538443
4480,60.62138899076768,1,0,0,36511.85096838887,18797.76656121631
1823,296.48864321686847,3,1,1,44825.35525933962,10797.854470464388
1928,347.22185427463177,3,1,0,40363.47730222554,10447.823845226681
1933,204.71570434755648,1,0,1,39101.1692090038,4389.90583470642
2140,245.14956998011587,5,0,1,29375.64742403397,3054.945276893778
1133,346.1241906316622,4,0,1,37752.22227869647,17000.03038718672
3105,18.51609719088502,1,1,0,32110.494721343326,12668.530347562843
4627,168.3340219644365,5,0,1,18650.021127461157,7190.667096369525
1684,486.81789655446977,1,1,1,18343.53470964203,4642.988130415063
3719,294.2549925507793,1,0,0,21855.68027501134,11554.448323222996
3220,134.5700441497717,2,1,0,46432.10683879253,12094.466495961571
2852,265.64772285174445,5,0,1,31896.593615189035,4932.878423656105
1814,177.90020917924852,4,0,1,39356.21508007478,17176.709209938002
2172,270.8000445248866,7,1,1,23862.3503926619,2601.0229569611706
1079,71.61334078525792,2,1,0,26308.63082660901,7765.768618162012
3933,75.03018037144592,1,1,0,15022.623145490055,13927.30386148792
4284,80.3357573993025,7,1,0,16851.798312866813,6208.286912564813
1202,470.51169804415247,6,1,0,43094.26219304582,16725.828700844162
3811,369.1204699872575,7,1,1,33393.54526755528,15057.488705407666
2252,89.56712838453724,1,0,0,23501.298635352756,15991.43404641455
2699,102.29105104514471,1,1,0,42114.04835982184,3263.024181657609
2250,368.1064426867294,5,0,0,19860.79622551932,3670.3954319153154
2682,86.52028394816523,5,0,1,49041.30794400815,6443.0010171470885
2555,124.93503373406605,2,1,1,23792.70430984679,10843.46613875366
4512,482.03994808199553,4,0,0,23492.438166049105,15212.305457288645
4473,135.1001971169316,2,1,0,22476.47622146821,16894.086924457166
3094,334.1998516818619,3,1,1,14884.460636971518,14382.371003186428
2256,489.5293308262599,1,0,1,14445.485893280496,18643.34074908213
4376,193.4054158984984,7,0,1,35924.20138136494,15036.126682702676
2549,18.582835522410498,6,1,1,45004.72178232188,6819.089853087679
2166,129.63217230696338,1,1,1,41620.82041086694,6036.544402432879
4486,417.1298237574357,1,0,1,15644.303760854044,14227.656555720709
4584,433.658329617968,2,0,1,31823.28487168266,4664.540805102672
2396,386.5744886166577,6,0,1,14223.6618390656,2761.581405395128
4637,65.42381134752078,6,0,0,11811.785744523098,11112.234622267684
4957,399.80008213123756,6,1,0,36255.43437539069,16611.189825800153
4330,460.1521205268171,2,1,0,31406.093347214013,2926.217006927407
3703,304.2986758476557,1,1,0,13280.947408458835,16045.935152118856
1470,471.02892460565175,2,1,0,11397.569856239537,16419.868082679415
4018,415.15105301881994,5,0,0,49590.25653637339,10163.206001549326
2035,336.81604332554457,5,0,1,11200.853285962876,2088.895890199249
2353,292.8207659887566,2,1,1,27781.130122006387,4317.207173696542
3783,180.80109694856554,6,1,0,30184.760984307824,14441.099228076715
3831,88.05084816897451,1,1,0,14691.205912017802,14523.78095482804
1967,306.42742211836503,2,1,1,16762.47113758865,18068.75022818564
1357,165.87466127287854,2,1,1,24072.2002564141,12071.036784537075
4019,434.55494708854627,2,1,1,40467.0350485465,3358.0399865617705
4479,496.73509930572794,3,1,0,30283.29696241067,3306.8832045944705
1667,378.68960368163056,5,1,1,35516.07498211846,14701.51478977965
1372,54.336030690654866,7,1,0,49406.98220362699,4491.908637050122
2031,151.45594181001266,6,0,0,40720.217412528385,7239.324492715502
2145,63.46371956521737,4,1,1,27374.45992564871,10257.028131516365
2371,328.7507074179407,7,0,1,27857.67687186195,1470.5326739468728
3723,384.94352363233446,6,0,0,34750.883081640204,5727.561513378705
1089,463.58066713154875,4,1,1,36614.60833675617,8749.902561638322
4719,224.70444974187396,3,1,1,30028.437033466853,6313.090051370918
3745,451.6740682983377,2,0,0,35794.4489125992,3591.036221883751
4387,440.16666793025047,3,0,1,10941.29977656395,14832.23289812775
4249,165.42590121504531,3,1,0,27184.914555873765,16449.805448191713
1539,435.7613065148798,7,0,0,21157.523042939072,5892.100546730772
3779,194.07940342204597,1,1,1,15166.977809724416,15713.970397519763
1868,155.46594453453758,7,1,0,13981.860512351006,8325.517723624962
1040,328.0465828092526,5,1,0,34127.6866245867,10627.030026226053
1739,170.90680166368972,4,0,1,30944.02188610447,17264.0204229699
4775,318.80228668128063,2,0,1,20143.364679854767,15249.119954245749
2946,308.81758469436033,7,1,1,28838.00235090058,16297.220175007376
3549,286.0850744007448,4,0,0,29689.29260729633,3600.0581651407797
4006,196.40565507407086,6,0,0,17800.359217544632,2324.66909084086
4216,278.7648636092236,4,0,1,36083.722475266026,17974.689852671756
2224,302.2778827428566,6,0,0,41236.77425544362,8368.851121850792
1928,277.38657536278197,7,0,1,41658.541635580754,6469.713883323936
3036,227.76553184808876,5,0,1,34098.7932281382,14769.228830974665
4795,17.186857952669268,7,0,0,30465.543300760564,16891.896335017278
3508,297.66023677356395,6,1,1,12440.285720215796,17387.302816067717
3779,92.53774871993262,4,0,0,21513.25195406423,7003.94568137932
3799,324.86222478412293,4,0,0,13730.857871126796,17192.035432831806
1924,382.07872068220433,6,0,1,48552.92643513894,1777.7449431125624
3956,255.21820147406333,3,0,0,15403.205849030428,1943.5683377346586
2581,275.7581958400718,5,0,1,16071.016394044082,12846.864708308934
4618,476.22449423633566,1,0,0,45583.06473321969,2199.021013195378
4324,425.11200707256137,2,0,0,47757.13133905832,7167.574201693069
1389,457.97589281622027,4,0,0,40633.1615693964,13782.363738691556
2617,408.74548127659733,2,1,1,10216.196946906795,7408.0710250303
3930,63.369987504898404,1,0,0,10053.850838262548,4412.395847361822
1255,83.0060094253954,7,0,1,25124.03079149803,6345.661815222991
1708,268.0456606617902,2,0,0,15735.8148004357,9693.931312758205
2838,130.57413281101913,1,0,0,10735.445686063891,10032.331251754165
2944,243.58078277016799,6,1,1,28562.66757618019,15877.004395596838
3497,203.2390086709916,3,1,1,47722.47589627886,15252.911359198739
1009,279.2129768309221,4,1,1,22952.782996097256,9679.538286566569
3871,375.96910090655314,1,1,1,36445.627137147865,17067.679632876658
1797,360.59054447864446,2,1,1,36089.414125297626,3170.5056332365207
4313,265.40472491781384,4,1,0,20043.20414660671,5851.713654349128
